uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,C_DENEVI,P3A2_2,P3A2_3,P3A3,P3A4,P3A5,P3A6,P3A7,P3A8_1,P3A8_2,P3A8_3,P3A9,P3A10,P3A11,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
30_2_1,30_2,30,2,1,1,1,NA,2,3,NA,8,NA,3,NA,NA,3,1,NA,1,1,1,30,203
35_2_1,35_2,35,2,1,1,3,NA,3,2,NA,2,NA,2,NA,NA,3,1,NA,1,1,2,35,231
36_4_1,36_4,36,4,1,1,1,NA,3,2,NA,1,NA,2,NA,NA,3,1,NA,1,1,3,36,230
36_5_1,36_5,36,5,1,1,2,NA,3,2,NA,2,NA,2,NA,NA,5,2,1,1,1,3,36,230
39_1_1,39_1,39,1,1,1,2,NA,3,3,NA,2,NA,2,NA,NA,4,1,NA,1,1,2,39,226
40_5_1,40_5,40,5,1,1,1,NA,3,3,NA,5,NA,1,NA,NA,3,2,1,1,1,1,40,140
41_5_1,41_5,41,5,1,1,3,NA,3,3,NA,2,NA,2,NA,NA,9,1,NA,1,1,2,41,196
42_5_1,42_5,42,5,1,1,1,NA,3,3,NA,1,NA,2,NA,NA,3,1,NA,1,1,2,42,204
43_3_1,43_3,43,3,1,1,1,NA,5,2,NA,5,NA,1,NA,NA,9,1,NA,1,1,2,43,226
43_4_1,43_4,43,4,1,1,2,NA,3,3,NA,2,NA,2,NA,NA,2,1,NA,1,1,2,43,226
53_1_1,53_1,53,1,1,1,3,NA,2,2,NA,2,NA,2,NA,NA,2,2,1,1,1,1,53,188
53_2_1,53_2,53,2,1,1,2,NA,3,2,NA,5,NA,2,NA,NA,3,1,NA,1,1,1,53,188
55_4_1,55_4,55,4,1,1,1,NA,4,2,NA,5,NA,1,NA,NA,3,2,9,1,1,1,55,212
55_5_1,55_5,55,5,1,1,1,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,55,212
57_1_1,57_1,57,1,1,1,3,NA,2,2,NA,2,NA,2,NA,NA,2,2,1,1,1,1,57,195
57_5_1,57_5,57,5,1,1,1,NA,5,2,NA,5,NA,9,NA,NA,2,2,9,1,1,1,57,195
58_1_1,58_1,58,1,1,1,1,NA,2,2,NA,5,NA,9,NA,NA,1,2,1,1,1,2,58,211
58_5_1,58_5,58,5,1,1,1,NA,3,3,NA,2,NA,2,NA,NA,3,2,1,1,1,2,58,211
59_5_1,59_5,59,5,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,3,2,1,1,1,2,59,205
60_3_1,60_3,60,3,1,1,3,NA,3,2,NA,2,NA,2,NA,NA,3,2,1,1,1,2,60,217
62_5_1,62_5,62,5,1,1,2,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,62,228
63_2_1,63_2,63,2,1,1,1,NA,3,3,NA,5,NA,2,NA,NA,3,2,1,1,1,2,63,217
63_2_1,63_2,63,2,1,2,2,NA,3,3,NA,2,NA,2,NA,NA,3,2,1,1,1,2,63,217
64_3_1,64_3,64,3,1,1,3,NA,3,4,NA,5,1,2,4,NA,4,2,1,1,1,3,64,213
65_5_1,65_5,65,5,1,1,1,NA,2,2,NA,7,NA,2,NA,NA,2,2,1,1,1,2,65,229
68_5_1,68_5,68,5,1,1,1,NA,4,2,NA,1,NA,2,NA,NA,3,2,1,1,1,2,68,225
72_2_1,72_2,72,2,1,1,1,NA,2,4,NA,5,1,6,NA,NA,1,1,NA,1,1,1,72,203
73_2_1,73_2,73,2,1,1,1,NA,3,2,NA,7,NA,1,NA,NA,4,2,9,1,1,2,73,226
74_2_1,74_2,74,2,1,1,1,NA,2,3,NA,1,NA,1,6,NA,3,1,NA,1,1,2,74,239
74_3_1,74_3,74,3,1,1,2,NA,2,2,NA,1,NA,2,NA,NA,3,2,1,1,1,2,74,239
74_5_1,74_5,74,5,1,1,2,NA,3,4,NA,9,1,1,NA,NA,3,1,NA,1,1,2,74,239
77_1_1,77_1,77,1,1,1,1,NA,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,2,77,212
77_1_2,77_1,77,1,2,1,1,NA,2,2,NA,5,NA,2,NA,NA,1,2,1,1,1,2,77,212
78_2_1,78_2,78,2,1,1,2,1,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,2,78,235
80_3_1,80_3,80,3,1,1,1,NA,3,2,NA,5,NA,1,NA,NA,9,2,5,1,1,2,80,178
80_4_1,80_4,80,4,1,1,7,NA,1,2,NA,5,NA,6,NA,NA,2,2,1,1,1,2,80,178
84_5_1,84_5,84,5,1,1,1,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,84,207
86_1_1,86_1,86,1,1,1,5,NA,3,2,NA,2,NA,2,NA,NA,9,2,1,1,1,1,86,138
86_2_2,86_2,86,2,2,1,1,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,86,138
86_2_3,86_2,86,2,3,1,2,NA,3,2,NA,2,NA,2,NA,NA,2,2,8,1,1,1,86,138
86_2_4,86_2,86,2,4,1,1,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,86,138
87_3_1,87_3,87,3,1,1,3,NA,2,2,NA,3,NA,1,NA,NA,4,2,8,1,1,3,87,223
87_4_1,87_4,87,4,1,1,1,NA,3,2,NA,1,NA,2,NA,NA,3,2,8,1,1,3,87,223
88_4_1,88_4,88,4,1,1,2,NA,3,2,NA,1,NA,2,NA,NA,5,2,1,1,1,3,88,239
89_4_1,89_4,89,4,1,1,1,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,89,231
90_3_1,90_3,90,3,1,1,2,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,90,210
91_3_1,91_3,91,3,1,1,2,NA,3,2,NA,5,NA,1,4,NA,5,1,NA,1,1,3,91,210
92_4_1,92_4,92,4,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,92,246
92_5_1,92_5,92,5,1,1,1,NA,2,4,NA,8,2,NA,NA,NA,NA,NA,NA,1,1,1,92,246
93_5_1,93_5,93,5,1,1,2,NA,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,1,93,230
94_1_1,94_1,94,1,1,1,3,NA,3,2,NA,5,NA,2,NA,NA,9,1,NA,1,1,2,94,222
94_3_1,94_3,94,3,1,1,1,NA,4,2,NA,2,NA,3,NA,NA,5,1,NA,1,1,2,94,222
95_2_1,95_2,95,2,1,1,1,NA,3,4,NA,1,1,4,NA,NA,1,1,NA,1,1,2,95,224
100_2_1,100_2,100,2,1,1,3,NA,3,2,NA,5,NA,3,NA,NA,4,1,NA,1,1,2,100,227
100_4_1,100_4,100,4,1,1,1,NA,4,2,NA,1,NA,2,NA,NA,5,1,NA,1,1,2,100,227
101_3_1,101_3,101,3,1,1,2,NA,3,3,NA,5,NA,1,NA,NA,3,2,1,1,1,1,101,190
101_3_1,101_3,101,3,1,2,5,NA,2,3,NA,5,NA,1,NA,NA,3,2,1,1,1,1,101,190
101_3_2,101_3,101,3,2,1,1,NA,3,3,NA,5,NA,1,6,NA,2,2,1,1,1,1,101,190
102_5_1,102_5,102,5,1,1,3,NA,3,2,NA,5,NA,2,NA,NA,3,1,NA,1,1,1,102,217
103_1_1,103_1,103,1,1,1,1,NA,3,4,NA,3,1,2,NA,NA,1,1,NA,1,1,1,103,210
103_2_1,103_2,103,2,1,1,3,NA,3,2,NA,5,NA,3,NA,NA,3,1,NA,1,1,1,103,210
104_5_2,104_5,104,5,2,1,3,NA,2,2,NA,5,NA,9,NA,NA,1,2,9,1,1,1,104,112
105_1_1,105_1,105,1,1,1,1,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,105,177
105_5_1,105_5,105,5,1,1,3,NA,3,2,NA,5,NA,2,NA,NA,2,1,NA,1,1,1,105,177
106_4_1,106_4,106,4,1,1,1,NA,3,2,NA,3,NA,2,NA,NA,9,1,NA,1,1,1,106,203
107_2_1,107_2,107,2,1,1,1,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,107,227
108_4_1,108_4,108,4,1,1,3,NA,3,2,NA,5,NA,2,NA,NA,9,1,NA,1,1,2,108,216
111_2_1,111_2,111,2,1,1,2,NA,3,3,NA,6,NA,2,NA,NA,2,1,NA,1,1,2,111,239
112_4_1,112_4,112,4,1,1,1,NA,3,3,NA,8,NA,4,NA,NA,2,2,1,1,1,2,112,184
113_2_1,113_2,113,2,1,1,1,NA,3,2,NA,5,NA,2,NA,NA,3,1,NA,1,1,2,113,199
113_3_1,113_3,113,3,1,1,2,NA,3,2,NA,2,NA,5,NA,NA,3,1,NA,1,1,2,113,199
113_4_1,113_4,113,4,1,1,3,NA,3,2,NA,2,NA,2,NA,NA,9,1,NA,1,1,2,113,199
114_5_1,114_5,114,5,1,1,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,114,207
119_1_1,119_1,119,1,1,1,2,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,3,119,216
119_1_1,119_1,119,1,1,2,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,3,119,216
119_4_1,119_4,119,4,1,1,3,NA,2,3,NA,1,NA,2,NA,NA,5,1,NA,1,1,3,119,216
120_1_1,120_1,120,1,1,1,2,NA,2,4,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,3,120,259
120_2_1,120_2,120,2,1,1,2,NA,2,3,NA,3,NA,1,NA,NA,3,2,1,1,1,3,120,259
121_4_1,121_4,121,4,1,1,1,NA,2,2,NA,3,NA,1,7,NA,3,2,1,1,1,2,121,223
122_5_1,122_5,122,5,1,1,1,NA,3,2,NA,7,NA,1,NA,NA,2,2,2,1,1,1,122,195
123_2_1,123_2,123,2,1,1,1,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,123,206
125_1_1,125_1,125,1,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,3,125,224
125_1_1,125_1,125,1,1,2,2,NA,2,2,NA,5,NA,1,NA,NA,4,2,1,1,1,3,125,224
125_3_1,125_3,125,3,1,1,1,NA,3,3,NA,2,NA,3,NA,NA,4,2,1,1,1,3,125,224
126_1_1,126_1,126,1,1,1,1,NA,3,2,NA,5,NA,2,NA,NA,2,2,8,1,1,2,126,212
129_5_1,129_5,129,5,1,1,1,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,129,223
130_2_1,130_2,130,2,1,1,1,NA,2,3,NA,1,NA,6,NA,NA,3,2,1,1,1,2,130,227
131_3_1,131_3,131,3,1,1,4,NA,3,3,NA,5,NA,1,NA,NA,3,1,NA,1,1,2,131,229
131_4_1,131_4,131,4,1,1,2,NA,2,2,NA,5,NA,5,NA,NA,3,2,1,1,1,2,131,229
133_2_1,133_2,133,2,1,1,1,NA,3,2,NA,3,NA,2,NA,NA,3,2,1,1,1,2,133,172
133_5_1,133_5,133,5,1,1,1,NA,4,2,NA,6,NA,1,NA,NA,5,1,NA,1,1,2,133,172
135_3_1,135_3,135,3,1,1,5,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,135,213
137_3_1,137_3,137,3,1,1,1,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,137,232
137_5_1,137_5,137,5,1,1,2,NA,3,2,NA,5,NA,4,NA,NA,4,1,NA,1,1,2,137,232
140_3_1,140_3,140,3,1,1,2,1,3,3,NA,5,NA,1,2,NA,3,1,NA,1,1,2,140,222
140_4_1,140_4,140,4,1,1,2,NA,3,4,NA,1,1,1,4,6,4,2,1,1,1,2,140,222
141_1_1,141_1,141,1,1,1,2,NA,3,2,NA,5,NA,2,NA,NA,3,1,NA,1,1,2,141,212
141_2_1,141_2,141,2,1,1,2,NA,2,2,NA,5,NA,1,2,4,3,1,NA,1,1,2,141,212
141_4_1,141_4,141,4,1,1,4,NA,2,2,NA,5,NA,2,NA,NA,9,2,1,1,1,2,141,212
142_1_1,142_1,142,1,1,1,3,NA,2,4,NA,10,1,1,NA,NA,9,1,NA,1,1,2,142,212
143_5_1,143_5,143,5,1,1,2,NA,3,2,NA,5,NA,2,NA,NA,9,2,2,1,1,2,143,192
148_2_1,148_2,148,2,1,1,3,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,148,196
154_2_1,154_2,154,2,1,1,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,2,154,214
155_5_1,155_5,155,5,1,1,3,NA,3,4,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,1,155,186
156_4_1,156_4,156,4,1,1,2,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,2,156,270
157_2_1,157_2,157,2,1,1,1,NA,2,3,NA,7,NA,1,4,NA,4,2,1,1,1,2,157,207
157_5_1,157_5,157,5,1,1,1,NA,3,3,NA,2,NA,2,NA,NA,3,1,NA,1,1,2,157,207
161_3_1,161_3,161,3,1,1,1,NA,2,3,NA,5,NA,1,2,NA,3,2,1,1,1,2,161,194
161_3_1,161_3,161,3,1,2,3,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,161,194
162_4_1,162_4,162,4,1,1,2,NA,1,3,NA,5,NA,2,NA,NA,2,1,NA,1,1,2,162,202
164_3_1,164_3,164,3,1,1,2,NA,2,2,NA,5,NA,2,4,NA,3,2,2,1,1,1,164,217
164_4_1,164_4,164,4,1,1,1,NA,3,3,NA,5,NA,2,NA,NA,2,2,1,1,1,1,164,217
165_1_1,165_1,165,1,1,1,1,2,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,2,165,179
165_2_1,165_2,165,2,1,1,1,NA,3,3,NA,5,NA,2,4,NA,3,1,NA,1,1,2,165,179
165_4_1,165_4,165,4,1,1,1,NA,2,4,NA,5,1,4,NA,NA,3,2,2,1,1,2,165,179
166_3_1,166_3,166,3,1,1,2,NA,2,2,NA,5,NA,2,4,NA,3,1,NA,1,1,2,166,225
166_5_1,166_5,166,5,1,1,4,NA,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,166,225
167_3_1,167_3,167,3,1,1,5,NA,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,167,221
174_1_1,174_1,174,1,1,1,1,NA,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,3,174,225
175_2_1,175_2,175,2,1,1,1,2,2,2,NA,2,NA,2,NA,NA,4,1,NA,1,1,3,175,229
176_5_1,176_5,176,5,1,1,2,NA,3,3,NA,1,NA,5,NA,NA,3,1,NA,1,1,3,176,241
181_1_1,181_1,181,1,1,1,1,NA,4,4,NA,3,2,NA,NA,NA,NA,NA,NA,1,1,3,181,225
181_2_1,181_2,181,2,1,1,1,NA,3,2,NA,5,NA,2,NA,NA,2,2,1,1,1,3,181,225
182_3_1,182_3,182,3,1,1,2,NA,3,2,NA,3,NA,2,NA,NA,3,2,2,1,1,2,182,223
184_4_1,184_4,184,4,1,1,1,NA,2,2,NA,5,NA,2,NA,NA,3,2,2,1,1,1,184,232
187_1_1,187_1,187,1,1,1,1,NA,3,2,NA,6,NA,2,NA,NA,2,2,1,1,1,3,187,214
187_2_1,187_2,187,2,1,1,3,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,187,214
187_4_1,187_4,187,4,1,1,2,NA,2,3,NA,3,NA,1,NA,NA,2,2,1,1,1,3,187,214
188_2_1,188_2,188,2,1,1,4,NA,2,2,NA,5,NA,2,NA,NA,3,2,1,1,1,3,188,225
192_1_1,192_1,192,1,1,1,1,NA,1,3,NA,5,NA,1,NA,NA,3,1,NA,1,1,3,192,215
194_2_1,194_2,194,2,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,2,1,NA,1,1,1,194,235
195_1_1,195_1,195,1,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,3,195,252
198_2_1,198_2,198,2,1,1,1,2,2,3,NA,5,NA,1,NA,NA,2,2,1,1,1,1,198,208
198_3_1,198_3,198,3,1,1,2,NA,3,2,NA,5,NA,2,NA,NA,3,2,9,1,1,1,198,208
198_3_1,198_3,198,3,1,2,3,NA,3,2,NA,1,NA,2,NA,NA,2,2,1,1,1,1,198,208
198_3_1,198_3,198,3,1,3,4,NA,3,2,NA,1,NA,2,NA,NA,3,1,NA,1,1,1,198,208
201_1_1,201_1,201,1,1,1,1,NA,3,3,NA,1,NA,2,NA,NA,3,2,2,1,1,3,201,231
204_3_1,204_3,204,3,1,1,1,NA,3,4,NA,7,2,NA,NA,NA,NA,NA,NA,1,1,3,204,221
205_1_1,205_1,205,1,1,1,1,NA,4,3,NA,5,NA,4,NA,NA,4,1,NA,1,1,2,205,178
205_4_1,205_4,205,4,1,1,1,NA,3,3,NA,2,NA,2,NA,NA,3,2,1,1,1,2,205,178
205_5_1,205_5,205,5,1,1,1,NA,3,4,NA,5,1,1,NA,NA,9,1,NA,1,1,2,205,178
207_5_1,207_5,207,5,1,1,2,1,3,2,NA,5,NA,4,NA,NA,4,2,1,1,1,1,207,216
208_2_1,208_2,208,2,1,1,2,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,208,243
208_3_1,208_3,208,3,1,1,1,NA,2,4,NA,1,1,9,NA,NA,9,9,NA,1,1,3,208,243
209_1_1,209_1,209,1,1,1,1,NA,3,3,NA,2,NA,2,NA,NA,9,1,NA,1,1,2,209,189
209_4_1,209_4,209,4,1,1,1,NA,3,4,NA,7,1,1,NA,NA,9,2,9,1,1,2,209,189
209_5_1,209_5,209,5,1,1,2,NA,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,209,189
210_1_1,210_1,210,1,1,1,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,210,201
210_4_1,210_4,210,4,1,1,1,NA,3,2,NA,5,NA,1,NA,NA,3,1,NA,1,1,1,210,201
213_1_1,213_1,213,1,1,1,2,NA,2,2,NA,2,NA,2,NA,NA,3,2,1,1,1,3,213,260
214_5_1,214_5,214,5,1,1,1,NA,2,4,NA,3,1,1,NA,NA,9,1,NA,1,1,2,214,220
215_4_1,215_4,215,4,1,1,4,NA,3,3,NA,5,NA,2,NA,NA,3,1,NA,1,1,1,215,206
216_3_1,216_3,216,3,1,1,2,NA,3,3,NA,1,NA,2,NA,NA,3,1,NA,1,1,1,216,211
216_4_1,216_4,216,4,1,1,1,NA,4,3,NA,1,NA,2,NA,NA,4,2,1,1,1,1,216,211
217_1_1,217_1,217,1,1,1,3,NA,3,2,NA,5,NA,2,NA,NA,3,1,NA,1,1,3,217,219
219_4_1,219_4,219,4,1,1,2,NA,4,3,NA,3,NA,1,NA,NA,3,2,1,1,1,1,219,232
220_4_1,220_4,220,4,1,1,1,2,2,2,NA,5,NA,1,NA,NA,5,1,NA,1,1,1,220,98
221_2_1,221_2,221,2,1,1,1,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,221,204
224_5_1,224_5,224,5,1,1,1,NA,2,2,NA,5,NA,2,NA,NA,3,1,NA,1,1,2,224,220
226_4_1,226_4,226,4,1,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,226,313
227_2_1,227_2,227,2,1,1,1,3,2,3,NA,5,NA,2,NA,NA,2,2,1,1,1,2,227,187
227_2_1,227_2,227,2,1,2,3,NA,2,3,NA,5,NA,2,NA,NA,2,2,1,1,1,2,227,187
227_4_1,227_4,227,4,1,1,1,NA,3,2,NA,5,NA,2,NA,NA,3,2,1,1,1,2,227,187
228_3_1,228_3,228,3,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,1,3,228,231
228_4_1,228_4,228,4,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,9,2,2,1,1,3,228,231
228_4_1,228_4,228,4,1,2,4,NA,2,2,NA,5,NA,2,NA,NA,9,2,3,1,1,3,228,231
229_1_1,229_1,229,1,1,1,2,NA,3,2,NA,1,NA,2,4,NA,5,2,1,1,1,3,229,227
230_3_1,230_3,230,3,1,1,3,NA,3,3,NA,2,NA,2,NA,NA,5,1,NA,1,1,3,230,250
231_4_1,231_4,231,4,1,1,1,NA,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,3,231,227
232_1_1,232_1,232,1,1,1,1,NA,3,3,NA,5,NA,1,NA,NA,3,2,1,1,1,1,232,191
232_4_1,232_4,232,4,1,1,1,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,232,191
233_2_1,233_2,233,2,1,1,2,NA,3,3,NA,2,NA,2,NA,NA,2,2,1,1,1,1,233,227
234_1_2,234_1,234,1,2,1,2,NA,2,2,NA,5,NA,1,NA,NA,2,2,1,1,1,1,234,217
235_3_1,235_3,235,3,1,1,1,NA,2,3,NA,5,NA,2,NA,NA,2,1,NA,1,1,1,235,226
236_4_1,236_4,236,4,1,1,1,NA,3,3,NA,5,NA,2,NA,NA,3,1,NA,1,1,1,236,216
237_2_1,237_2,237,2,1,1,1,NA,2,2,NA,3,NA,2,NA,NA,2,2,1,1,1,1,237,241
237_5_1,237_5,237,5,1,1,1,NA,2,4,NA,3,1,3,NA,NA,3,2,1,1,1,1,237,241
238_1_1,238_1,238,1,1,1,1,NA,2,3,NA,5,NA,3,NA,NA,2,1,NA,1,1,1,238,202
238_5_1,238_5,238,5,1,1,1,2,3,3,NA,6,NA,2,NA,NA,2,1,NA,1,1,1,238,202
244_4_1,244_4,244,4,1,1,1,NA,3,3,NA,5,NA,2,NA,NA,4,1,NA,1,2,4,244,311
244_5_1,244_5,244,5,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,2,4,244,311
246_2_1,246_2,246,2,1,1,3,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,246,244
247_4_1,247_4,247,4,1,1,3,5,4,4,NA,7,2,NA,NA,NA,NA,NA,NA,1,2,4,247,173
247_4_1,247_4,247,4,1,2,5,NA,4,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,2,4,247,173
247_5_2,247_5,247,5,2,1,1,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,247,173
248_3_1,248_3,248,3,1,1,2,NA,3,3,NA,5,NA,2,NA,NA,3,1,NA,1,2,4,248,182
250_1_1,250_1,250,1,1,1,4,NA,1,4,NA,5,1,1,NA,NA,9,2,9,1,2,4,250,184
250_2_1,250_2,250,2,1,1,3,NA,2,4,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,4,250,184
250_4_1,250_4,250,4,1,1,2,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,2,4,250,184
252_4_1,252_4,252,4,1,1,2,NA,2,3,NA,1,NA,1,2,4,4,2,1,1,2,5,252,215
252_4_1,252_4,252,4,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,252,215
254_4_2,254_4,254,4,2,1,1,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,254,196
254_9_1,254_9,254,9,1,1,1,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,1,2,7,254,196
254_13_1,254_13,254,13,1,1,3,NA,1,4,NA,5,1,1,NA,NA,1,1,NA,1,2,7,254,196
254_14_1,254_14,254,14,1,1,1,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,254,196
254_18_1,254_18,254,18,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,2,7,254,196
255_5_1,255_5,255,5,1,1,1,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,255,202
256_1_1,256_1,256,1,1,1,4,NA,2,2,NA,5,NA,2,NA,NA,2,2,1,1,2,7,256,151
256_13_1,256_13,256,13,1,1,2,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,256,151
256_17_1,256_17,256,17,1,1,1,NA,1,2,NA,1,NA,4,NA,NA,4,1,NA,1,2,7,256,151
256_18_1,256_18,256,18,1,1,3,NA,2,3,NA,5,NA,9,NA,NA,2,2,9,1,2,7,256,151
257_3_1,257_3,257,3,1,1,2,NA,1,3,NA,5,NA,1,2,NA,3,2,1,1,2,7,257,163
257_8_1,257_8,257,8,1,1,3,NA,2,3,NA,5,NA,2,NA,NA,9,2,1,1,2,7,257,163
257_9_1,257_9,257,9,1,1,1,NA,2,3,NA,5,NA,2,NA,NA,2,2,1,1,2,7,257,163
257_15_1,257_15,257,15,1,1,1,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,257,163
258_7_1,258_7,258,7,1,1,1,NA,2,4,NA,5,1,8,NA,NA,2,1,NA,1,2,7,258,169
259_9_1,259_9,259,9,1,1,3,4,2,2,NA,2,NA,2,NA,NA,3,1,NA,1,2,8,259,230
259_9_1,259_9,259,9,1,2,4,NA,3,4,NA,5,1,1,NA,NA,3,1,NA,1,2,8,259,230
259_14_1,259_14,259,14,1,1,1,NA,3,3,NA,2,NA,2,NA,NA,4,2,1,1,2,8,259,230
259_15_1,259_15,259,15,1,1,1,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,259,230
260_15_1,260_15,260,15,1,1,1,NA,2,4,NA,5,1,3,NA,NA,3,2,1,1,3,10,260,215
260_17_1,260_17,260,17,1,1,1,NA,2,2,NA,3,NA,2,NA,NA,2,1,NA,1,3,10,260,215
261_15_1,261_15,261,15,1,1,1,NA,2,3,NA,5,NA,1,NA,NA,2,1,NA,1,3,10,261,176
262_4_1,262_4,262,4,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,3,6,262,168
263_6_1,263_6,263,6,1,1,1,NA,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,1,3,9,263,216
263_10_1,263_10,263,10,1,1,2,NA,3,4,NA,7,1,1,NA,NA,2,1,NA,1,3,9,263,216
263_15_1,263_15,263,15,1,1,1,NA,2,4,NA,1,1,1,NA,NA,3,9,NA,1,3,9,263,216
264_14_1,264_14,264,14,1,1,1,NA,3,2,NA,7,NA,2,NA,NA,3,1,NA,1,3,9,264,216
267_1_1,267_1,267,1,1,1,2,NA,3,2,NA,5,NA,2,NA,NA,5,1,NA,1,3,10,267,311
267_2_1,267_2,267,2,1,1,1,NA,3,4,NA,5,1,4,NA,NA,3,2,1,1,3,10,267,311
267_16_1,267_16,267,16,1,1,1,NA,3,4,NA,5,1,1,NA,NA,5,2,1,1,3,10,267,311
267_18_2,267_18,267,18,2,1,1,NA,3,2,NA,5,NA,2,NA,NA,4,2,3,1,3,10,267,311
269_7_1,269_7,269,7,1,1,4,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,1,3,10,269,197
271_6_1,271_6,271,6,1,1,1,NA,3,2,NA,5,NA,2,NA,NA,3,1,NA,1,4,11,271,193
271_15_1,271_15,271,15,1,1,4,NA,3,4,NA,5,1,1,NA,NA,9,1,NA,1,4,11,271,193
272_8_1,272_8,272,8,1,1,3,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,4,11,272,234
272_8_1,272_8,272,8,1,2,4,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,4,11,272,234
273_2_1,273_2,273,2,1,1,1,NA,3,4,NA,8,1,1,NA,NA,2,1,NA,1,4,11,273,245
274_5_1,274_5,274,5,1,1,1,NA,4,4,NA,5,1,1,NA,NA,2,1,NA,1,4,11,274,158
274_12_1,274_12,274,12,1,1,3,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,4,11,274,158
